"dataset","method","case_id","fault","W","alarm_fraction","alarmed"
"RE1-SS","OC-SVM","RE1-SS_orders_mem_4","mem",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_mem_4","mem",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_mem_4","mem",3,0,FALSE
"RE1-SS","PCA","RE1-SS_orders_mem_5","mem",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_orders_mem_5","mem",2,0.953,TRUE
"RE1-SS","PCA","RE1-SS_orders_mem_5","mem",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_5","mem",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_5","mem",2,0.44,TRUE
"RE1-SS","Isolation Forest","RE1-SS_orders_mem_5","mem",3,0.623,TRUE
"RE1-SS","OC-SVM","RE1-SS_orders_mem_5","mem",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_mem_5","mem",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_orders_mem_5","mem",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_cpu_1","cpu",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_cpu_1","cpu",2,0.97,TRUE
"RE1-SS","PCA","RE1-SS_payment_cpu_1","cpu",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_1","cpu",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_1","cpu",2,0.14,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_1","cpu",3,0.18,TRUE
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_1","cpu",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_1","cpu",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_1","cpu",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_cpu_2","cpu",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_cpu_2","cpu",2,0.97,TRUE
"RE1-SS","PCA","RE1-SS_payment_cpu_2","cpu",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_2","cpu",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_2","cpu",2,0.043,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_2","cpu",3,0.016,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_2","cpu",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_2","cpu",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_2","cpu",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_cpu_3","cpu",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_cpu_3","cpu",2,0.987,TRUE
"RE1-SS","PCA","RE1-SS_payment_cpu_3","cpu",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_3","cpu",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_3","cpu",2,0.573,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_3","cpu",3,0.328,TRUE
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_3","cpu",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_3","cpu",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_3","cpu",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_cpu_4","cpu",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_cpu_4","cpu",2,0.95,TRUE
"RE1-SS","PCA","RE1-SS_payment_cpu_4","cpu",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_4","cpu",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_4","cpu",2,0.627,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_4","cpu",3,0.754,TRUE
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_4","cpu",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_4","cpu",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_4","cpu",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_cpu_5","cpu",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_cpu_5","cpu",2,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_cpu_5","cpu",3,0,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_5","cpu",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_5","cpu",2,0.053,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_cpu_5","cpu",3,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_5","cpu",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_5","cpu",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_cpu_5","cpu",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_delay_1","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_delay_1","delay",2,0.967,TRUE
"RE1-SS","PCA","RE1-SS_payment_delay_1","delay",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_1","delay",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_1","delay",2,0.183,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_1","delay",3,0.557,TRUE
"RE1-SS","OC-SVM","RE1-SS_payment_delay_1","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_delay_1","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_delay_1","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_delay_2","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_delay_2","delay",2,0.767,TRUE
"RE1-SS","PCA","RE1-SS_payment_delay_2","delay",3,0.836,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_2","delay",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_2","delay",2,0.24,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_2","delay",3,0.525,TRUE
"RE1-SS","OC-SVM","RE1-SS_payment_delay_2","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_delay_2","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_delay_2","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_delay_3","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_delay_3","delay",2,0.97,TRUE
"RE1-SS","PCA","RE1-SS_payment_delay_3","delay",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_3","delay",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_3","delay",2,0.333,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_3","delay",3,0.197,TRUE
"RE1-SS","OC-SVM","RE1-SS_payment_delay_3","delay",1,0.007,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_delay_3","delay",2,0.97,TRUE
"RE1-SS","OC-SVM","RE1-SS_payment_delay_3","delay",3,1,TRUE
"RE1-SS","PCA","RE1-SS_payment_delay_4","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_delay_4","delay",2,0.63,TRUE
"RE1-SS","PCA","RE1-SS_payment_delay_4","delay",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_4","delay",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_4","delay",2,0.183,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_4","delay",3,0.279,TRUE
"RE1-SS","OC-SVM","RE1-SS_payment_delay_4","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_delay_4","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_delay_4","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_delay_5","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_delay_5","delay",2,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_delay_5","delay",3,0,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_5","delay",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_5","delay",2,0.527,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_delay_5","delay",3,0.574,TRUE
"RE1-SS","OC-SVM","RE1-SS_payment_delay_5","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_delay_5","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_delay_5","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_disk_1","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_disk_1","disk",2,0.987,TRUE
"RE1-SS","PCA","RE1-SS_payment_disk_1","disk",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_1","disk",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_1","disk",2,0.207,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_1","disk",3,0.016,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_disk_1","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_disk_1","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_disk_1","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_disk_2","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_disk_2","disk",2,0.997,TRUE
"RE1-SS","PCA","RE1-SS_payment_disk_2","disk",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_2","disk",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_2","disk",2,0.733,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_2","disk",3,0.754,TRUE
"RE1-SS","OC-SVM","RE1-SS_payment_disk_2","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_disk_2","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_disk_2","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_disk_3","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_disk_3","disk",2,0.783,TRUE
"RE1-SS","PCA","RE1-SS_payment_disk_3","disk",3,0.852,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_3","disk",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_3","disk",2,0.677,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_3","disk",3,1,TRUE
"RE1-SS","OC-SVM","RE1-SS_payment_disk_3","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_disk_3","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_disk_3","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_disk_4","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_disk_4","disk",2,0.997,TRUE
"RE1-SS","PCA","RE1-SS_payment_disk_4","disk",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_4","disk",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_4","disk",2,0.04,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_4","disk",3,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_disk_4","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_disk_4","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_disk_4","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_disk_5","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_disk_5","disk",2,0.11,TRUE
"RE1-SS","PCA","RE1-SS_payment_disk_5","disk",3,0,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_5","disk",1,0.01,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_5","disk",2,0.223,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_disk_5","disk",3,0.279,TRUE
"RE1-SS","OC-SVM","RE1-SS_payment_disk_5","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_disk_5","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_disk_5","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_mem_1","mem",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_mem_1","mem",2,0.957,TRUE
"RE1-SS","PCA","RE1-SS_payment_mem_1","mem",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_1","mem",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_1","mem",2,0.953,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_1","mem",3,1,TRUE
"RE1-SS","OC-SVM","RE1-SS_payment_mem_1","mem",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_mem_1","mem",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_mem_1","mem",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_mem_2","mem",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_mem_2","mem",2,0.98,TRUE
"RE1-SS","PCA","RE1-SS_payment_mem_2","mem",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_2","mem",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_2","mem",2,0.757,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_2","mem",3,1,TRUE
"RE1-SS","OC-SVM","RE1-SS_payment_mem_2","mem",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_mem_2","mem",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_mem_2","mem",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_mem_3","mem",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_mem_3","mem",2,1,TRUE
"RE1-SS","PCA","RE1-SS_payment_mem_3","mem",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_3","mem",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_3","mem",2,0.953,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_3","mem",3,1,TRUE
"RE1-SS","OC-SVM","RE1-SS_payment_mem_3","mem",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_mem_3","mem",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_mem_3","mem",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_mem_4","mem",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_mem_4","mem",2,0.987,TRUE
"RE1-SS","PCA","RE1-SS_payment_mem_4","mem",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_4","mem",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_4","mem",2,0.817,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_4","mem",3,0.869,TRUE
"RE1-SS","OC-SVM","RE1-SS_payment_mem_4","mem",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_mem_4","mem",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_mem_4","mem",3,0,FALSE
"RE1-SS","PCA","RE1-SS_payment_mem_5","mem",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_payment_mem_5","mem",2,0.983,TRUE
"RE1-SS","PCA","RE1-SS_payment_mem_5","mem",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_5","mem",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_5","mem",2,0.967,TRUE
"RE1-SS","Isolation Forest","RE1-SS_payment_mem_5","mem",3,1,TRUE
"RE1-SS","OC-SVM","RE1-SS_payment_mem_5","mem",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_mem_5","mem",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_payment_mem_5","mem",3,0,FALSE
"RE1-SS","PCA","RE1-SS_user_cpu_1","cpu",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_user_cpu_1","cpu",2,0.973,TRUE
"RE1-SS","PCA","RE1-SS_user_cpu_1","cpu",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_1","cpu",1,0.01,FALSE
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_1","cpu",2,0.67,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_1","cpu",3,0.836,TRUE
"RE1-SS","OC-SVM","RE1-SS_user_cpu_1","cpu",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_cpu_1","cpu",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_cpu_1","cpu",3,0,FALSE
"RE1-SS","PCA","RE1-SS_user_cpu_2","cpu",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_user_cpu_2","cpu",2,0.79,TRUE
"RE1-SS","PCA","RE1-SS_user_cpu_2","cpu",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_2","cpu",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_2","cpu",2,0.163,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_2","cpu",3,0.246,TRUE
"RE1-SS","OC-SVM","RE1-SS_user_cpu_2","cpu",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_cpu_2","cpu",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_cpu_2","cpu",3,0,FALSE
"RE1-SS","PCA","RE1-SS_user_cpu_3","cpu",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_user_cpu_3","cpu",2,0.973,TRUE
"RE1-SS","PCA","RE1-SS_user_cpu_3","cpu",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_3","cpu",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_3","cpu",2,0.16,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_3","cpu",3,0.148,TRUE
"RE1-SS","OC-SVM","RE1-SS_user_cpu_3","cpu",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_cpu_3","cpu",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_cpu_3","cpu",3,0,FALSE
"RE1-SS","PCA","RE1-SS_user_cpu_4","cpu",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_user_cpu_4","cpu",2,0.977,TRUE
"RE1-SS","PCA","RE1-SS_user_cpu_4","cpu",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_4","cpu",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_4","cpu",2,0.65,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_4","cpu",3,0.721,TRUE
"RE1-SS","OC-SVM","RE1-SS_user_cpu_4","cpu",1,0.007,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_cpu_4","cpu",2,0.977,TRUE
"RE1-SS","OC-SVM","RE1-SS_user_cpu_4","cpu",3,1,TRUE
"RE1-SS","PCA","RE1-SS_user_cpu_5","cpu",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_user_cpu_5","cpu",2,0.97,TRUE
"RE1-SS","PCA","RE1-SS_user_cpu_5","cpu",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_5","cpu",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_5","cpu",2,0.197,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_cpu_5","cpu",3,0.197,TRUE
"RE1-SS","OC-SVM","RE1-SS_user_cpu_5","cpu",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_cpu_5","cpu",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_cpu_5","cpu",3,0,FALSE
"RE1-SS","PCA","RE1-SS_user_delay_1","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_user_delay_1","delay",2,1,TRUE
"RE1-SS","PCA","RE1-SS_user_delay_1","delay",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_delay_1","delay",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_user_delay_1","delay",2,0.947,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_delay_1","delay",3,1,TRUE
"RE1-SS","OC-SVM","RE1-SS_user_delay_1","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_delay_1","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_delay_1","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_user_delay_2","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_user_delay_2","delay",2,0.97,TRUE
"RE1-SS","PCA","RE1-SS_user_delay_2","delay",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_delay_2","delay",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_user_delay_2","delay",2,0.837,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_delay_2","delay",3,1,TRUE
"RE1-SS","OC-SVM","RE1-SS_user_delay_2","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_delay_2","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_delay_2","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_user_delay_3","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_user_delay_3","delay",2,0.967,TRUE
"RE1-SS","PCA","RE1-SS_user_delay_3","delay",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_delay_3","delay",1,0.01,FALSE
"RE1-SS","Isolation Forest","RE1-SS_user_delay_3","delay",2,0.963,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_delay_3","delay",3,1,TRUE
"RE1-SS","OC-SVM","RE1-SS_user_delay_3","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_delay_3","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_delay_3","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_user_delay_4","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_user_delay_4","delay",2,0.377,TRUE
"RE1-SS","PCA","RE1-SS_user_delay_4","delay",3,0,FALSE
"RE1-SS","Isolation Forest","RE1-SS_user_delay_4","delay",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_user_delay_4","delay",2,0.847,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_delay_4","delay",3,0.82,TRUE
"RE1-SS","OC-SVM","RE1-SS_user_delay_4","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_delay_4","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_delay_4","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_user_delay_5","delay",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_user_delay_5","delay",2,0.853,TRUE
"RE1-SS","PCA","RE1-SS_user_delay_5","delay",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_delay_5","delay",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_user_delay_5","delay",2,0.67,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_delay_5","delay",3,0.721,TRUE
"RE1-SS","OC-SVM","RE1-SS_user_delay_5","delay",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_delay_5","delay",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_delay_5","delay",3,0,FALSE
"RE1-SS","PCA","RE1-SS_user_disk_1","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_user_disk_1","disk",2,0.993,TRUE
"RE1-SS","PCA","RE1-SS_user_disk_1","disk",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_disk_1","disk",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_user_disk_1","disk",2,0.417,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_disk_1","disk",3,0.361,TRUE
"RE1-SS","OC-SVM","RE1-SS_user_disk_1","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_disk_1","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_disk_1","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_user_disk_2","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_user_disk_2","disk",2,0.79,TRUE
"RE1-SS","PCA","RE1-SS_user_disk_2","disk",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_disk_2","disk",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_user_disk_2","disk",2,0.043,FALSE
"RE1-SS","Isolation Forest","RE1-SS_user_disk_2","disk",3,0.066,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_disk_2","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_disk_2","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_disk_2","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_user_disk_3","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_user_disk_3","disk",2,0.91,TRUE
"RE1-SS","PCA","RE1-SS_user_disk_3","disk",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_disk_3","disk",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_user_disk_3","disk",2,0.227,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_disk_3","disk",3,0.672,TRUE
"RE1-SS","OC-SVM","RE1-SS_user_disk_3","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_disk_3","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_disk_3","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_user_disk_4","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_user_disk_4","disk",2,0.153,TRUE
"RE1-SS","PCA","RE1-SS_user_disk_4","disk",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_disk_4","disk",1,0.01,FALSE
"RE1-SS","Isolation Forest","RE1-SS_user_disk_4","disk",2,0.187,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_disk_4","disk",3,0.197,TRUE
"RE1-SS","OC-SVM","RE1-SS_user_disk_4","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_disk_4","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_disk_4","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_user_disk_5","disk",1,0.007,FALSE
"RE1-SS","PCA","RE1-SS_user_disk_5","disk",2,0.817,TRUE
"RE1-SS","PCA","RE1-SS_user_disk_5","disk",3,1,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_disk_5","disk",1,0.007,FALSE
"RE1-SS","Isolation Forest","RE1-SS_user_disk_5","disk",2,0.317,TRUE
"RE1-SS","Isolation Forest","RE1-SS_user_disk_5","disk",3,0.295,TRUE
"RE1-SS","OC-SVM","RE1-SS_user_disk_5","disk",1,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_disk_5","disk",2,0,FALSE
"RE1-SS","OC-SVM","RE1-SS_user_disk_5","disk",3,0,FALSE
"RE1-SS","PCA","RE1-SS_user_mem_1","mem",1,0.007,FALSE
